,,,,,,,,,,,,,,,,,,,,,,,
PEMBANGUNAN SISTEM PENGURUSAN PEMBIAYAAN TEKUN NASIONAL (SPPT),,,,,,,,,,,,,,,,,,,,,,,
JADUAL PEMATUHAN SPESIFIKASI TEKNIKAL,,,,,,,,,,,,,,,,,,,,,,,
NO. TENDER : TEKUN/JP/TENDER2026/SPPT (1),,,,,,,,,,,,,,,,,,,,,,,
Mohon isi Maklum Balas YA / TIDAK (Wajib Dilengkapkan) dan Cadangan/Catatan (Sekiranya Ada) di Kotak Berwarna Biru,,,,,,,,,,,,,,,,,,,,,,,
BIL.,SPESIFIKASI PERKHIDMATAN,PEMATUHAN,MAKLUM BALAS (WAJIB PILIH YA / TIDAK),CADANGAN/CATATAN,,,,,,,,,,,,,,,,,,,
9.7.1,"Petender hendaklah membangunkan fungsi tracking pemohonan Senarai Kontrak-i Pra Pendaftaran, Senarai Kontrak-i Perlu Pengesahan Pegawai TEKUN Cawangan, Senarai Kontrak-i Perlu Pengesahan Pengurus TEKUN Cawangan, Senarai Kontrak-i Perlu Pengesahan VEO Negeri, Senarai Kontrak-i Perlu Kelulusan Bersama KB1), Senarai Kontrak-i Perlu Kelulusan Bersama KB2, Senarai Kontrak-i Belum Terima Tawaran, Senarai Kontrak-i Telah Lulus / Terima Tawaran, Senarai Telah Terima (Belum Muatnaik Dokumen), Senarai Telah Muatnaik Surat Perjanjian, Senarai Dokumen Yang Belum Disemak, Senarai Belum BSAS dan Senarai Dokumen Tidak Lengkap (Untuk Semakan Semula)",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.8,Dashboard bayaran pembiayaan,,,,,,,,,,,,,,,,,,,,,,
9.8.1,"Pengesahan Baucer di peringkat Pembantu Pegawai, Pengurus Cawangan dan JPSP. Reverse di peringkat JPSP ke cawangan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.9,Dashboard lebihan bayaran ,,,,,,,,,,,,,,,,,,,,,,
9.9.1,"Sistem hendaklah menyokong keseluruhan proses pengurusan lebihan bayaran di peringkat Cawangan dan Ibu Pejabat, bermula dengan permohonan yang dikemukakan oleh Cawangan, diikuti proses pengesahan baucer oleh JPSP di mana resit yang disahkan direkodkan secara automatik ke dalam lejer. Seterusnya, proses reversal dilaksanakan melibatkan aliran daripada JPSP kepada Cawangan serta daripada JKI kepada JPSP. Proses kelulusan oleh JKI merangkumi peranan pengesyor dan pelulus sebelum arahan pembayaran elektronik (EFT) dihantar kepada JAK untuk tindakan lanjut. Kesemua langkah proses ini hendaklah disertakan dengan notifikasi e-mel automatik bagi memaklumkan status kepada pihak berkaitan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.1,Dashboard lebihan bayaran tambahan / bon / tersalah bayar,,,,,,,,,,,,,,,,,,,,,,
9.10.1,"Sistem hendaklah menyokong keseluruhan proses pengurusan lebihan bayaran tambahan, bon, atau tersalah bayar di peringkat Cawangan dan Ibu Pejabat, bermula dengan permohonan yang dikemukakan oleh Cawangan dan seterusnya melalui proses pengesahan baucer oleh JPSP. Proses reversal kemudiannya dilaksanakan mengikut aliran yang ditetapkan iaitu daripada JKI kepada Cawangan serta daripada JKI kepada JPSP. Seterusnya, proses kelulusan oleh JKI merangkumi dua peringkat, iaitu pengesyor dan pelulus, sebelum disusuli penyediaan senarai kelulusan berdasarkan ID Pengesyor mengikut julat amaun (melebihi RM20,000 dan kurang daripada RM20,000) bersama penghantaran notifikasi e-mel automatik. Setelah kelulusan dimuktamadkan, arahan pembayaran elektronik (EFT) hendaklah dihantar kepada JAK untuk tindakan selanjutnya. Semua proses di atas wajib disertakan dengan mekanisme notifikasi e-mel automatik pada setiap peringkat.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.11,Sistem Bajet Produk Kontrak-i,,,,,,,,,,,,,,,,,,,,,,
9.11.1,"Kawalan Bajet Produk Kontrak-i Berdasarkan Peruntukan di mana Sistem akan kawal berdasarkan bajet yang telah ditetapkan, Sistem akan block permohonan apabila bajet telah mencukupi dan Maklumat akan dikemaskini oleh admin / ID Supervisor",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.12,Sistem Bajet Produk Kontrak-i (Cawangan),,,,,,,,,,,,,,,,,,,,,,
